N,removed,diff,iterations
800,3159,1608,746762
800,3214,1608,750004
800,3151,1608,747051
800,3151,1608,747099
800,3163,1608,747259
800,3169,1608,746670
800,3136,1608,745421
800,3172,1608,747963
800,3116,1608,744001
800,3163,1608,746634
800,3140,1608,746728
800,3111,1608,743845
800,3136,1608,745619
800,3135,1608,745109
800,3205,1608,748868
800,3101,1608,742966
800,3203,1608,750433
800,3203,1608,749502
800,3200,1608,749780
800,3150,1608,747169
800,3118,1608,744794
800,3169,1608,747029
800,3169,1608,745707
800,3139,1608,745260
800,3192,1608,748908
800,3134,1608,745693
800,3196,1608,749740
800,3135,1608,745285
800,3201,1608,749039
800,3141,1608,745848
800,3156,1608,746838
800,3153,1608,746307
800,3065,1608,741216
800,3194,1608,749897
800,3155,1608,746292
800,3109,1608,744030
800,3140,1608,746134
800,3157,1608,746511
800,3105,1608,744190
800,3146,1608,746858
800,3142,1608,746281
800,3137,1608,745300
800,3213,1608,749799
800,3131,1608,745560
800,3115,1608,744649
800,3103,1608,744356
800,3164,1608,748222
800,3158,1608,747235
800,3109,1608,744976
800,3148,1608,746526
800,3161,1608,746175
800,3144,1608,746218
800,3141,1608,746242
800,3117,1608,743633
800,3153,1608,746497
800,3100,1608,743174
800,3162,1608,747259
800,3173,1608,748381
800,3051,1608,740279
800,3204,1608,749677
800,3133,1608,745265
800,3158,1608,747033
800,3127,1608,744766
800,3174,1608,747339
800,3144,1608,746214
800,3178,1608,749367
800,3038,1608,739632
800,3129,1608,744504
800,3158,1608,747689
800,3193,1608,748639
800,3109,1608,743433
800,3160,1608,746222
800,3124,1608,744977
800,3162,1608,748222
800,3150,1608,746906
800,3239,1608,752171
800,3171,1608,747593
800,3091,1608,743352
800,3099,1608,743645
800,3145,1608,745552
800,3179,1608,748589
800,3180,1608,748498
800,3110,1608,743618
800,3181,1608,748360
800,3185,1608,748021
800,3131,1608,745052
800,3230,1608,751307
800,3101,1608,743516
800,3125,1608,744516
800,3115,1608,744830
800,3172,1608,746972
800,3121,1608,744529
800,3100,1608,743289
800,3196,1608,748914
800,3164,1608,747049
800,3155,1608,747095
800,3111,1608,742893
800,3087,1608,742552
800,3064,1608,742447
800,3130,1608,744983
800,3119,1608,744285
800,3139,1608,745806
800,3166,1608,747519
800,3131,1608,745571
800,3133,1608,745394
800,3089,1608,742366
900,3540,1808,929188
900,3487,1808,925754
900,3609,1808,933952
900,3541,1808,931036
900,3579,1808,931509
900,3537,1808,929405
900,3464,1808,924959
900,3573,1808,931554
900,3597,1808,932638
900,3521,1808,927857
900,3567,1808,931384
900,3574,1808,930903
900,3589,1808,933326
900,3574,1808,931639
900,3546,1808,929689
900,3532,1808,930317
900,3588,1808,932437
900,3556,1808,930048
900,3542,1808,930187
900,3564,1808,931392
900,3503,1808,927504
900,3540,1808,929557
900,3469,1808,924975
900,3527,1808,928777
900,3610,1808,933851
900,3478,1808,926012
900,3618,1808,934943
900,3565,1808,931124
900,3582,1808,932763
900,3544,1808,929058
900,3599,1808,932359
900,3545,1808,929675
900,3554,1808,930610
900,3539,1808,929129
900,3560,1808,932262
900,3596,1808,933291
900,3534,1808,928889
900,3562,1808,930607
900,3608,1808,933908
900,3603,1808,932516
900,3545,1808,930854
900,3532,1808,928711
900,3502,1808,926643
900,3521,1808,927368
900,3584,1808,932498
900,3526,1808,928868
900,3580,1808,932665
900,3564,1808,929836
900,3523,1808,928472
900,3545,1808,929195
900,3548,1808,930160
900,3622,1808,934292
900,3531,1808,929132
900,3510,1808,927828
900,3559,1808,931696
900,3557,1808,931286
900,3471,1808,926260
900,3564,1808,930557
900,3480,1808,925911
900,3579,1808,931642
900,3541,1808,929930
900,3525,1808,928061
900,3588,1808,931906
900,3506,1808,927959
900,3538,1808,929519
900,3511,1808,928212
900,3569,1808,931480
900,3594,1808,931885
900,3543,1808,930552
900,3506,1808,927819
900,3519,1808,929011
900,3562,1808,931510
900,3532,1808,930440
900,3578,1808,932150
900,3533,1808,928627
900,3500,1808,927788
900,3489,1808,926495
900,3571,1808,932492
900,3498,1808,926368
900,3549,1808,930579
900,3491,1808,926685
900,3600,1808,933180
900,3591,1808,932348
900,3587,1808,932586
900,3559,1808,931577
900,3481,1808,925684
900,3611,1808,933547
900,3579,1808,931495
900,3543,1808,929315
900,3550,1808,929953
900,3504,1808,926827
900,3584,1808,931388
900,3536,1808,929938
900,3580,1808,931716
900,3509,1808,927755
900,3523,1808,928279
900,3511,1808,927881
900,3534,1808,928938
900,3549,1808,929485
900,3526,1808,929641
900,3551,1808,931155
900,3515,1808,928146
900,3536,1808,929106
900,3476,1808,925212
900,3538,1808,929699
900,3487,1808,926670
900,3494,1808,926749
900,3484,1808,926750
900,3513,1808,926923
900,3556,1808,931907
900,3538,1808,930476
900,3546,1808,929664
900,3463,1808,924999
900,3568,1808,931201
900,3537,1808,928268
900,3545,1808,930147
900,3534,1808,929454
900,3594,1808,932942
900,3572,1808,932677
900,3525,1808,928928
900,3581,1808,930907
900,3542,1808,929026
900,3451,1808,924072
900,3480,1808,925360
900,3606,1808,934108
900,3453,1808,925271
900,3607,1808,932328
900,3587,1808,932402
900,3502,1808,927530
900,3491,1808,926034
900,3576,1808,932832
900,3566,1808,931326
900,3510,1808,927110
900,3465,1808,924960
900,3596,1808,932175
900,3509,1808,928235
900,3536,1808,929170
900,3487,1808,926498
900,3455,1808,924511
900,3517,1808,927942
900,3534,1808,929961
900,3586,1808,931759
900,3526,1808,928629
900,3645,1808,935729
900,3547,1808,929592
900,3513,1808,928933
900,3470,1808,925128
900,3531,1808,929125
900,3587,1808,932422
900,3531,1808,928553
900,3514,1808,927085
900,3614,1808,933481
900,3490,1808,926468
900,3563,1808,931330
900,3447,1808,924902
900,3539,1808,929299
900,3613,1808,934361
900,3533,1808,929598
900,3561,1808,930568
900,3479,1808,926427
900,3508,1808,928552
900,3592,1808,932593
900,3536,1808,929446
900,3486,1808,926594
900,3554,1808,931363
900,3603,1808,933729
900,3500,1808,927091
900,3498,1808,926885
900,3557,1808,931286
900,3535,1808,928620
900,3606,1808,934583
900,3532,1808,930157
900,3586,1808,932677
900,3495,1808,927036
900,3519,1808,928076
900,3524,1808,929397
900,3566,1808,931319
900,3572,1808,932585
900,3528,1808,928330
900,3605,1808,933418
900,3528,1808,928943
900,3615,1808,934920
900,3587,1808,933128
900,3514,1808,927186
900,3567,1808,930524
900,3498,1808,927585
900,3581,1808,932545
900,3513,1808,927487
900,3574,1808,931934
900,3556,1808,931258
900,3560,1808,930417
900,3606,1808,933134
900,3490,1808,927149
900,3449,1808,924266
900,3547,1808,929854
900,3611,1808,932164
900,3522,1808,928835
900,3560,1808,930966
900,3528,1808,928972
900,3610,1808,933589
900,3563,1808,930866
900,3546,1808,929374
900,3536,1808,929797
900,3470,1808,925762
900,3498,1808,926733
900,3592,1808,932826
900,3520,1808,927619
900,3541,1808,928513
900,3600,1808,933693
900,3592,1808,932203
900,3584,1808,933474
900,3571,1808,931696
900,3504,1808,928293
900,3550,1808,929530
900,3477,1808,925888
900,3588,1808,932478
900,3538,1808,928890
900,3575,1808,932244
900,3539,1808,929125
900,3517,1808,927495
900,3532,1808,929383
900,3525,1808,929009
900,3638,1808,935244
900,3517,1808,927493
900,3497,1808,926883
900,3503,1808,927866
900,3557,1808,931219
900,3554,1808,930574
900,3547,1808,929275
900,3538,1808,930192
900,3552,1808,930920
900,3549,1808,930459
900,3466,1808,925694
900,3530,1808,929782
900,3545,1808,928922
900,3568,1808,931812
900,3578,1808,932313
900,3483,1808,926738
900,3498,1808,926956
900,3528,1808,929279
900,3500,1808,927276
900,3571,1808,931913
900,3480,1808,927422
900,3471,1808,926267
900,3491,1808,927249
900,3511,1808,927429
900,3589,1808,932181
900,3476,1808,925566
900,3561,1808,932677
900,3549,1808,929679
900,3535,1808,928713
900,3568,1808,931767
900,3539,1808,928928
900,3526,1808,928066
900,3551,1808,930199
900,3522,1808,927731
900,3606,1808,933837
900,3495,1808,926234
900,3527,1808,929182
900,3510,1808,927579
900,3550,1808,930614
900,3515,1808,927962
900,3528,1808,929521
900,3520,1808,928495
900,3590,1808,931759
900,3576,1808,932832
900,3589,1808,932771
900,3490,1808,926577
900,3566,1808,931108
900,3596,1808,933962
900,3510,1808,927460
900,3560,1808,931311
900,3515,1808,927440
900,3476,1808,925612
900,3512,1808,926428
900,3510,1808,926889
900,3527,1808,928791
900,3540,1808,928894
900,3549,1808,929584
900,3550,1808,930076
900,3534,1808,929081
900,3567,1808,931433
900,3538,1808,929460
900,3524,1808,928840
900,3557,1808,930646
900,3561,1808,929904
900,3587,1808,931760
900,3519,1808,928632
900,3545,1808,929227
900,3567,1808,931369
900,3610,1808,933880
900,3556,1808,930432
900,3507,1808,927187
900,3574,1808,931428
900,3632,1808,935845
900,3549,1808,929936
900,3516,1808,928481
900,3550,1808,929486
900,3587,1808,934061
900,3589,1808,932443
900,3534,1808,929525
900,3535,1808,929710
900,3541,1808,929713
900,3517,1808,928332
900,3554,1808,930139
900,3483,1808,925621
900,3545,1808,930664
900,3490,1808,927148
900,3452,1808,924328
900,3544,1808,929670
900,3530,1808,928387
900,3546,1808,929574
900,3516,1808,927252
900,3529,1808,928879
900,3455,1808,925118
900,3534,1808,929334
900,3586,1808,932168
900,3543,1808,929672
900,3490,1808,927183
900,3589,1808,931883
900,3547,1808,930412
900,3575,1808,931109
900,3551,1808,930050
900,3542,1808,930226
900,3538,1808,929447
900,3570,1808,931596
900,3479,1808,926488
900,3543,1808,929581
900,3581,1808,931592
900,3561,1808,931021
900,3605,1808,934582
900,3596,1808,933424
900,3570,1808,931315
900,3452,1808,924303
900,3608,1808,932690
900,3481,1808,925481
900,3551,1808,929965
900,3541,1808,928894
900,3558,1808,931357
900,3542,1808,930896
900,3547,1808,929731
900,3572,1808,931329
900,3527,1808,928088
900,3559,1808,930148
900,3487,1808,926597
900,3509,1808,928397
900,3527,1808,928307
900,3508,1808,927095
900,3532,1808,929591
900,3583,1808,932755
900,3567,1808,931236
900,3480,1808,926902
900,3513,1808,928217
900,3499,1808,927814
900,3636,1808,935637
900,3509,1808,927604
900,3491,1808,926707
900,3567,1808,930967
900,3573,1808,931381
900,3565,1808,930942
900,3539,1808,928705
900,3541,1808,929752
900,3573,1808,932393
900,3505,1808,928088
900,3550,1808,929685
900,3558,1808,929765
900,3536,1808,929084
900,3543,1808,929197
900,3520,1808,928615
900,3528,1808,928799
900,3511,1808,927867
900,3460,1808,924728
900,3533,1808,928874
900,3512,1808,928218
900,3542,1808,930533
900,3558,1808,930344
900,3612,1808,935046
900,3609,1808,933320
900,3534,1808,929036
900,3594,1808,933964
900,3550,1808,930019
900,3503,1808,926390
900,3551,1808,930291
900,3532,1808,928674
900,3594,1808,932903
900,3550,1808,930134
900,3528,1808,928318
900,3609,1808,933915
900,3563,1808,930245
900,3552,1808,930795
900,3568,1808,931096
900,3583,1808,931864
900,3660,1808,938066
900,3567,1808,931232
900,3467,1808,925126
900,3537,1808,929663
900,3565,1808,931104
900,3550,1808,929941
900,3619,1808,933621
900,3524,1808,929089
900,3528,1808,927830
900,3541,1808,929553
900,3468,1808,925945
900,3496,1808,926778
900,3554,1808,930610
900,3527,1808,929298
900,3531,1808,928856
900,3559,1808,930746
900,3530,1808,928363
900,3557,1808,930158
900,3563,1808,930668
900,3500,1808,927457
900,3580,1808,932458
900,3610,1808,933477
900,3569,1808,931069
900,3617,1808,935123
900,3610,1808,934680
900,3508,1808,927020
900,3544,1808,929338
900,3501,1808,928011
900,3553,1808,931073
900,3567,1808,930814
900,3502,1808,927066
900,3591,1808,931846
900,3525,1808,928345
900,3542,1808,929748
900,3528,1808,928496
900,3478,1808,925833
900,3522,1808,929720
900,3547,1808,930755
900,3481,1808,925916
900,3507,1808,927562
900,3549,1808,929825
900,3574,1808,932010
900,3562,1808,930605
900,3578,1808,932400
900,3546,1808,930310
900,3494,1808,927059
900,3515,1808,927621
900,3539,1808,930217
900,3559,1808,929863
900,3553,1808,930620
900,3505,1808,928091
900,3500,1808,927401
900,3544,1808,929522
900,3588,1808,934244
900,3455,1808,923842
900,3534,1808,929331
900,3574,1808,932266
900,3517,1808,928383
900,3473,1808,926143
900,3516,1808,928556
900,3553,1808,931926
900,3440,1808,922865
900,3543,1808,930137
900,3503,1808,928343
900,3483,1808,925653
900,3580,1808,932366
900,3643,1808,936029
900,3564,1808,929962
900,3537,1808,929273
900,3660,1808,937747
900,3504,1808,927190
900,3465,1808,926064
900,3560,1808,931217
900,3584,1808,931049
900,3563,1808,931434
900,3572,1808,931796
900,3537,1808,928366
900,3551,1808,929562
900,3595,1808,932759
900,3589,1808,932985
900,3577,1808,931834
900,3580,1808,931089
900,3546,1808,930990
900,3577,1808,931619
900,3543,1808,928695
900,3561,1808,930157
900,3546,1808,930065
900,3618,1808,934582
900,3517,1808,929419
900,3566,1808,931797
900,3513,1808,928281
900,3574,1808,932094
900,3459,1808,924960
900,3559,1808,930795
900,3610,1808,933926
900,3426,1808,923691
900,3510,1808,927947
900,3521,1808,928841
900,3501,1808,927746
900,3516,1808,928243
900,3425,1808,923804
900,3544,1808,929960
900,3507,1808,927261
900,3543,1808,929377
900,3542,1808,930184
900,3478,1808,926389
900,3520,1808,928401
900,3536,1808,930020
900,3532,1808,929040
900,3581,1808,931521
900,3576,1808,931441
900,3601,1808,933526
900,3509,1808,927845
900,3596,1808,932761
900,3511,1808,927959
900,3526,1808,928079
900,3511,1808,927185
900,3501,1808,927076
900,3603,1808,932527
900,3536,1808,928716
900,3532,1808,928863
900,3507,1808,928571
900,3561,1808,930534
900,3496,1808,926780
900,3584,1808,932883
900,3515,1808,927998
900,3544,1808,929214
900,3529,1808,929226
900,3534,1808,929244
900,3500,1808,927238
900,3475,1808,925240
900,3491,1808,925721
900,3553,1808,930221
900,3568,1808,931305
900,3542,1808,929736
900,3509,1808,927708
900,3652,1808,936287
900,3556,1808,931119
900,3589,1808,933065
900,3601,1808,933824
900,3558,1808,930709
900,3529,1808,928972
900,3502,1808,928354
900,3543,1808,929577
900,3517,1808,927600
900,3589,1808,932578
900,3531,1808,928806
900,3579,1808,930547
900,3517,1808,928783
900,3438,1808,922999
900,3464,1808,924881
900,3562,1808,931300
900,3551,1808,930833
900,3502,1808,927863
900,3587,1808,931821
900,3488,1808,926272
900,3530,1808,928622
900,3534,1808,929063
900,3524,1808,928374
900,3538,1808,929074
900,3544,1808,930099
900,3542,1808,928718
900,3521,1808,928910
900,3553,1808,930736
900,3544,1808,930007
900,3538,1808,929041
900,3603,1808,933315
900,3477,1808,926225
900,3613,1808,933488
900,3464,1808,924919
900,3560,1808,931667
900,3447,1808,924455
900,3508,1808,926967
900,3537,1808,929583
900,3547,1808,929261
900,3570,1808,932526
900,3505,1808,927278
900,3506,1808,927508
900,3549,1808,930368
900,3553,1808,930737
900,3596,1808,932691
900,3552,1808,929326
900,3578,1808,932676
900,3485,1808,926939
900,3511,1808,928353
900,3606,1808,933307
900,3543,1808,930018
900,3505,1808,927634
900,3508,1808,927212
900,3507,1808,928753
900,3588,1808,931993
900,3494,1808,927359
900,3622,1808,934516
900,3532,1808,928242
900,3520,1808,928505
900,3500,1808,926552
900,3497,1808,926449
900,3530,1808,929627
900,3485,1808,925785
900,3578,1808,930862
900,3503,1808,927408
900,3480,1808,925544
900,3477,1808,925593
900,3524,1808,929153
900,3561,1808,930686
900,3554,1808,931194
900,3516,1808,927121
900,3529,1808,929468
900,3588,1808,932191
900,3512,1808,928117
900,3600,1808,933673
900,3527,1808,928408
900,3495,1808,926813
900,3537,1808,928877
900,3479,1808,925282
900,3497,1808,927148
900,3547,1808,929285
900,3490,1808,927065
900,3517,1808,927706
900,3506,1808,928095
900,3527,1808,928550
900,3558,1808,931284
900,3504,1808,927605
900,3524,1808,928722
900,3560,1808,930612
900,3558,1808,931226
900,3597,1808,933500
900,3558,1808,930640
900,3504,1808,927922
900,3527,1808,928932
900,3512,1808,928517
900,3553,1808,930293
900,3551,1808,930002
900,3461,1808,924031
900,3536,1808,929498
900,3555,1808,931105
900,3447,1808,923795
900,3546,1808,929745
900,3530,1808,928946
900,3563,1808,931084
900,3562,1808,931139
900,3480,1808,925970
900,3502,1808,927580
900,3480,1808,926254
900,3538,1808,929419
900,3544,1808,929542
900,3528,1808,928827
900,3519,1808,928572
900,3507,1808,927293
900,3489,1808,926847
900,3512,1808,927784
900,3554,1808,931505
900,3491,1808,927127
900,3494,1808,926426
900,3502,1808,927745
900,3536,1808,929272
900,3547,1808,930892
900,3577,1808,931628
900,3575,1808,931446
900,3585,1808,932217
900,3554,1808,930055
900,3516,1808,927795
900,3533,1808,929278
900,3535,1808,929465
900,3537,1808,929834
900,3465,1808,924691
900,3557,1808,930277
900,3620,1808,935613
900,3516,1808,928374
900,3566,1808,930536
900,3506,1808,928210
900,3564,1808,931514
900,3515,1808,927613
900,3521,1808,929795
900,3555,1808,931154
900,3570,1808,931837
900,3426,1808,922558
900,3543,1808,929157
900,3582,1808,930949
900,3491,1808,925870
900,3591,1808,933055
900,3589,1808,932013
900,3467,1808,925177
900,3544,1808,931491
900,3550,1808,930391
900,3575,1808,931805
900,3575,1808,931200
900,3530,1808,929524
900,3518,1808,928544
900,3560,1808,930445
900,3603,1808,933069
900,3610,1808,933828
900,3554,1808,930258
900,3521,1808,929215
900,3499,1808,926568
900,3445,1808,923817
900,3481,1808,926780
900,3547,1808,930021
900,3497,1808,926169
900,3560,1808,929518
900,3537,1808,929747
900,3460,1808,924135
900,3508,1808,927569
900,3632,1808,935649
900,3547,1808,931834
900,3495,1808,926270
900,3544,1808,931164
900,3545,1808,928985
900,3533,1808,929553
900,3547,1808,930186
900,3592,1808,932807
900,3491,1808,927488
900,3508,1808,927555
900,3496,1808,926485
900,3407,1808,921374
900,3536,1808,929455
900,3505,1808,926974
900,3514,1808,928767
900,3460,1808,924485
900,3528,1808,928848
900,3534,1808,929537
900,3540,1808,929749
900,3491,1808,927690
900,3517,1808,929169
900,3571,1808,930700
900,3576,1808,931539
900,3580,1808,932505
900,3543,1808,930375
900,3524,1808,928937
900,3525,1808,928143
900,3485,1808,926879
900,3546,1808,929761
900,3511,1808,927382
900,3474,1808,925345
900,3490,1808,926978
900,3490,1808,927617
900,3610,1808,932594
900,3516,1808,927834
900,3608,1808,933856
900,3608,1808,934055
900,3608,1808,933643
900,3540,1808,929339
900,3546,1808,929597
900,3514,1808,927840
900,3498,1808,927002
900,3514,1808,927787
900,3619,1808,934092
900,3565,1808,931104
900,3619,1808,934590
900,3558,1808,930245
900,3453,1808,924544
900,3513,1808,928175
900,3547,1808,929231
900,3500,1808,926943
900,3583,1808,932470
900,3606,1808,933745
900,3494,1808,926168
900,3601,1808,933263
900,3572,1808,932561
900,3547,1808,929496
900,3554,1808,930789
900,3531,1808,928062
900,3596,1808,933496
900,3546,1808,930284
900,3492,1808,925934
900,3615,1808,932793
900,3540,1808,929227
900,3631,1808,934479
900,3510,1808,928078
900,3519,1808,929161
900,3601,1808,932050
900,3569,1808,932037
900,3506,1808,927860
900,3600,1808,932543
900,3544,1808,929903
900,3552,1808,931354
900,3477,1808,926016
900,3529,1808,929525
900,3476,1808,925060
900,3577,1808,931023
900,3511,1808,927462
900,3510,1808,927310
900,3479,1808,926635
900,3586,1808,932299
900,3478,1808,925748
900,3546,1808,930887
900,3568,1808,931421
900,3524,1808,928223
900,3614,1808,933833
900,3584,1808,932557
900,3516,1808,927630
900,3479,1808,926517
900,3520,1808,928110
900,3519,1808,928869
900,3568,1808,931974
900,3561,1808,929260
900,3540,1808,929969
900,3572,1808,931885
900,3525,1808,928220
900,3463,1808,924199
900,3546,1808,929934
900,3577,1808,932436
900,3547,1808,930674
900,3552,1808,930607
900,3558,1808,929841
900,3498,1808,927850
900,3568,1808,931375
900,3530,1808,928902
900,3552,1808,930790
900,3511,1808,928083
900,3548,1808,930873
900,3481,1808,926244
900,3597,1808,932839
900,3590,1808,931807
900,3618,1808,934265
900,3468,1808,925130
900,3547,1808,929494
900,3605,1808,934428
900,3588,1808,932306
900,3536,1808,929178
900,3536,1808,930226
900,3474,1808,925087
900,3478,1808,926005
900,3579,1808,931799
900,3502,1808,927064
900,3550,1808,930312
900,3658,1808,936590
900,3511,1808,927395
900,3532,1808,928609
900,3457,1808,925878
900,3538,1808,929770
900,3448,1808,924541
900,3511,1808,927099
900,3461,1808,924491
900,3541,1808,930494
900,3574,1808,931899
900,3555,1808,930037
900,3571,1808,931385
900,3521,1808,928851
900,3616,1808,934386
900,3536,1808,928755
900,3574,1808,931178
900,3562,1808,931375
900,3549,1808,930294
900,3485,1808,926448
900,3608,1808,934381
900,3574,1808,933033
900,3534,1808,928994
900,3554,1808,930184
900,3575,1808,932626
900,3573,1808,931679
900,3460,1808,925059
900,3534,1808,928466
900,3538,1808,929023
900,3536,1808,930093
900,3587,1808,933142
900,3450,1808,924342
900,3624,1808,934065
900,3508,1808,927466
900,3672,1808,938782
900,3463,1808,925225
900,3542,1808,929100
900,3567,1808,930678
900,3527,1808,929769
900,3606,1808,932085
900,3604,1808,935098
900,3568,1808,932058
900,3502,1808,927178
900,3631,1808,934424
900,3569,1808,931361
900,3562,1808,930718
900,3534,1808,929518
900,3522,1808,928487
900,3522,1808,928051
900,3552,1808,930034
900,3597,1808,933395
900,3563,1808,931426
900,3575,1808,931668
900,3527,1808,928527
900,3596,1808,932820
900,3569,1808,931356
900,3577,1808,931629
900,3515,1808,928128
900,3540,1808,929861
900,3579,1808,931706
900,3618,1808,934948
900,3628,1808,934808
900,3587,1808,932727
900,3577,1808,931819
900,3562,1808,930704
900,3543,1808,929274
900,3529,1808,928484
900,3535,1808,928892
900,3510,1808,928212
900,3503,1808,927806
900,3487,1808,926045
900,3594,1808,933255
900,3536,1808,929430
900,3556,1808,930552
900,3511,1808,929435
900,3459,1808,924846
900,3540,1808,928604
900,3554,1808,930473
900,3509,1808,928136
900,3587,1808,931095
900,3588,1808,932026
900,3556,1808,930295
900,3521,1808,928934
900,3547,1808,930205
900,3446,1808,922931
900,3516,1808,927965
900,3595,1808,933174
900,3604,1808,934183
900,3542,1808,929315
900,3507,1808,927516
900,3501,1808,927114
900,3566,1808,930568
900,3547,1808,930377
900,3555,1808,931371
900,3565,1808,930664
900,3485,1808,925639
900,3520,1808,928488
900,3481,1808,925713
900,3510,1808,928193
900,3518,1808,928676
900,3531,1808,928132
900,3595,1808,932818
900,3524,1808,928104
900,3531,1808,928099
900,3570,1808,931291
900,3559,1808,931045
900,3557,1808,931527
900,3590,1808,932231
900,3534,1808,929703
900,3611,1808,934954
900,3584,1808,931848
900,3540,1808,929869
900,3540,1808,929714
900,3574,1808,931380
900,3519,1808,928813
900,3545,1808,931111
900,3578,1808,931222
900,3500,1808,926752
900,3506,1808,928176
900,3530,1808,928787
900,3470,1808,925457
900,3591,1808,932381
900,3538,1808,929006
900,3578,1808,931434
900,3526,1808,928897
900,3587,1808,932028
900,3561,1808,931715
900,3555,1808,930787
900,3516,1808,928018
900,3529,1808,928906
900,3529,1808,928335
900,3512,1808,928073
900,3547,1808,929479
900,3572,1808,930966
900,3542,1808,929865
900,3500,1808,927004
900,3480,1808,926232
900,3621,1808,934195
900,3536,1808,928369
900,3532,1808,930077
900,3531,1808,928848
900,3499,1808,927110
900,3415,1808,921901
900,3497,1808,927164
900,3519,1808,928605
900,3500,1808,926797
900,3517,1808,928200
900,3540,1808,929548
900,3535,1808,929377
900,3540,1808,930600
900,3550,1808,929807
900,3580,1808,931393
900,3548,1808,930698
900,3647,1808,936652
900,3527,1808,928328
900,3514,1808,927727
900,3568,1808,931260
900,3545,1808,929737
900,3565,1808,931174
900,3521,1808,929180
900,3512,1808,928204
900,3579,1808,931818
900,3560,1808,930480
900,3539,1808,929572
900,3564,1808,930945
900,3556,1808,930085
900,3522,1808,928789
900,3508,1808,928475
900,3517,1808,928128
900,3607,1808,933415
900,3564,1808,930500
900,3562,1808,931513
900,3557,1808,930475
900,3544,1808,929569
900,3513,1808,927359
900,3522,1808,927583
900,3588,1808,931520
900,3507,1808,928572
900,3583,1808,932322
900,3492,1808,926866
900,3559,1808,930428
900,3550,1808,929406
900,3523,1808,929609
1000,3886,2008,1128751
1000,3937,2008,1133774
1000,3926,2008,1132716
1000,3846,2008,1127032
1000,3888,2008,1129703
1000,3950,2008,1133748
1000,3971,2008,1134969
1000,3921,2008,1131645
1000,3924,2008,1132067
1000,3882,2008,1130627
1000,3944,2008,1132694
1000,3947,2008,1133758
1000,3976,2008,1134522
1000,3973,2008,1135475
1000,3963,2008,1134544
1000,3979,2008,1134826
1000,3915,2008,1132886
1000,4000,2008,1136462
1000,3875,2008,1129940
1000,3890,2008,1130099
1000,3977,2008,1135198
1000,3943,2008,1133759
1000,3956,2008,1134500
1000,3981,2008,1136503
1000,3931,2008,1132828
1000,3968,2008,1134147
1000,3928,2008,1132619
1000,3960,2008,1134593
1000,4023,2008,1137712
1000,3950,2008,1133888
1000,3968,2008,1134742
1000,3939,2008,1133963
1000,3932,2008,1134173
1000,3910,2008,1130636
1000,3932,2008,1132493
1000,3957,2008,1135213
1000,3929,2008,1132272
1000,3950,2008,1133860
1000,3907,2008,1132076
1000,3857,2008,1128328
1000,4046,2008,1138954
1000,3945,2008,1133572
1000,3938,2008,1133070
1000,3894,2008,1129929
1000,3903,2008,1131004
1000,3893,2008,1129876
1000,4016,2008,1138569
1000,4045,2008,1139489
1000,4000,2008,1137327
1000,3974,2008,1134604
1000,3918,2008,1131714
1000,3928,2008,1132427
1000,3947,2008,1133433
1000,3971,2008,1134994
1000,3899,2008,1130439
1000,3955,2008,1135209
1000,3945,2008,1133596
1000,4067,2008,1141981
1000,3917,2008,1131425
1000,3965,2008,1135417
1000,4016,2008,1138715
1000,3945,2008,1133305
1000,3868,2008,1129145
1000,3944,2008,1133322
1000,3916,2008,1131629
1000,3929,2008,1131476
1000,3885,2008,1130143
1000,3934,2008,1133182
1000,3918,2008,1131250
1000,4000,2008,1138271
1000,3875,2008,1128703
1000,3930,2008,1132359
1000,3933,2008,1132908
1000,3891,2008,1130311
1000,3937,2008,1132559
1000,3962,2008,1135701
1000,3922,2008,1131970
1000,3958,2008,1134005
1000,3948,2008,1133865
1000,3919,2008,1132142
1000,3867,2008,1129264
1000,3978,2008,1136385
1000,3969,2008,1133712
1000,3937,2008,1132571
1000,3855,2008,1126835
1000,4013,2008,1137267
1000,3951,2008,1134341
1000,3983,2008,1136551
1000,3948,2008,1132883
1000,3916,2008,1131612
1000,3908,2008,1131755
1000,3947,2008,1133819
1000,3974,2008,1135540
1000,3980,2008,1135809
1000,3965,2008,1135032
1000,3914,2008,1131283
1000,3937,2008,1133310
1000,3991,2008,1136888
1000,3920,2008,1132153
1000,3885,2008,1130752
1000,3965,2008,1134001
1000,3920,2008,1131468
1000,3893,2008,1130443
1000,3974,2008,1135800
1000,3950,2008,1133437
1000,3954,2008,1134444
1000,3986,2008,1135900
1000,3929,2008,1132387
1000,3918,2008,1132432
1000,3956,2008,1133221
1000,4005,2008,1138098
1000,4036,2008,1139073
1000,3934,2008,1132744
1000,3992,2008,1135582
1000,3950,2008,1133318
1000,3899,2008,1130719
1000,3930,2008,1132837
1000,3926,2008,1132809
1000,4019,2008,1138179
1000,3897,2008,1131031
1000,3925,2008,1132529
1000,4013,2008,1137124
1000,3817,2008,1126060
1000,3958,2008,1134233
1000,3999,2008,1136994
1000,3891,2008,1130198
1000,3985,2008,1135796
1000,3956,2008,1133999
1000,3920,2008,1132103
1000,3848,2008,1127482
1000,3918,2008,1131684
1000,3915,2008,1131498
1000,3841,2008,1128356
1000,3899,2008,1130977
1000,3946,2008,1132329
1000,3845,2008,1126920
1000,3945,2008,1133633
1000,3953,2008,1134019
1000,3918,2008,1131741
1000,4023,2008,1139100
